Name,PA,1B,2B,3B,HR,BB,SO,SB,CS,Dir
John Rave,538,77,24,4,12,70,142,10,8,
Tyler Gentry,572,74,28,2,16,81,127,14,3,R
Matthew Wood,470,78,15,1,4,73,68,3,1,L
Charles Leblanc,370,51,12,2,12,61,96,4,1,
Bryan Gonzalez,448,70,15,7,11,35,149,15,8,
Cristhian Vaquero,260,37,10,3,2,41,53,22,8,S
Richard Ramirez,122,14,6,1,5,18,26,1,0,
Rodolfo Duran,240,30,15,1,8,22,53,1,0,
Jeremiah Jackson,500,69,19,1,22,48,144,27,9,
Nate Eaton,367,52,16,1,15,29,85,22,3,
Jordan Dissin,263,42,10,1,4,32,83,1,4,
Conner Capel,391,58,14,5,9,46,84,17,4,
Jake Scheiner,553,61,22,3,30,81,134,5,2,
Marco Soto,130,21,7,0,1,7,22,0,0,
Ben Ramirez,534,80,27,0,12,49,143,6,2,
Jacob Amaya,566,79,26,2,15,70,106,6,2,R
Jonathan Morales,406,60,17,1,14,33,58,1,0,
Carlos Franco,136,29,1,0,1,12,28,0,0,
Edwin Arroyo,554,72,28,11,13,49,118,29,7,R
Yassel Soler,146,22,7,0,2,14,18,1,1,
Lazaro Armenteros,462,49,20,6,20,69,154,17,12,
Joseph Rosa,306,45,13,2,4,41,83,11,2,
Kedaur Trujillo,153,20,5,0,8,20,36,6,2,
Jose Devers,458,69,15,5,11,48,92,34,11,
Trey Sweeney,472,65,20,2,13,65,90,20,7,L
Hugo Sanchez,198,19,8,2,5,51,45,5,2,
Kobe Kato,323,45,21,0,2,49,54,22,5,
Mike Rothenberg,331,33,17,1,19,46,114,1,1,
Matt Fraizer,486,83,16,3,8,43,104,21,3,
Kala'i Rosario,530,61,27,3,21,75,157,2,2,R
Spencer Henson,339,43,18,0,14,26,88,1,2,
Tyler Soderstrom,335,37,17,2,21,25,88,2,0,
Yonny Hernandez,407,62,13,2,4,75,81,17,12,
Jack Dunn,417,63,11,1,6,78,73,32,6,
Luis Castillo,192,30,8,0,3,22,50,1,1,R
Cristopher Barete,370,67,12,2,2,31,95,25,8,L
Greg Allen,210,29,9,1,3,26,40,28,2,
Sal Frelick,195,30,9,1,2,22,20,8,4,
Marty Costes,197,27,9,4,2,24,36,7,0,
Evan Edwards,399,50,13,6,16,51,128,17,1,
Angel Martinez,591,90,23,5,14,47,119,11,3,S
Carlos Pelegrin,204,29,10,1,6,17,65,6,1,
Richie Palacios,464,63,23,0,8,73,61,9,6,
Terence Doston,211,40,6,1,1,16,35,16,3,
Garrett Frechette,212,33,10,1,4,20,47,0,1,
Anielson Buten,218,36,7,1,5,17,66,10,5,
Geraldo Quintero,472,83,11,5,3,55,88,29,13,R
Carlos Mendoza,273,44,7,1,1,48,43,8,6,
Benny Montgomery,497,80,18,2,10,52,135,18,5,R
Diego Mosquera,257,48,6,2,0,26,46,1,3,
Ronaiker Palma,260,47,9,2,1,18,31,5,2,R
Jonny Butler,350,44,12,9,12,33,84,25,2,
Victor Acosta,411,60,20,5,2,41,85,12,2,S
Omar Martinez,444,58,16,1,18,67,110,8,1,
Zack Collins,495,60,29,0,16,70,159,4,1,
Rainer Nunez,485,80,17,1,13,37,118,0,0,
Imanol Vargas,526,61,29,0,22,76,174,0,0,
Billy Cook,501,70,16,2,24,42,125,30,3,
Kenedy Corona,520,68,21,4,22,52,136,32,10,R
James McCann,17,4,0,0,0,1,2,0,0,
Johan Camargo,209,31,6,0,9,23,37,0,0,
Brian Anderson,10,2,0,0,0,2,2,0,0,
Jesus Sanchez,13,2,0,0,1,1,3,0,0,
Francisco Alvarez,19,1,1,0,2,3,8,1,0,
Ji Man Choi,68,8,2,1,3,10,15,0,0,
Robbie Glendinning,248,33,11,1,8,34,75,0,1,
Jonathan Diaz,40,5,2,0,1,7,8,0,1,
Joshwan Wright,213,35,9,2,1,16,31,2,0,
Nelson Medina,239,33,9,4,6,29,73,10,4,
Ronny Simon,553,78,25,4,13,61,118,31,12,S
Bryan Arias,135,16,8,0,3,23,27,7,0,
Jake MacKenzie,57,8,1,0,2,11,19,2,0,
Roberto Martinez,54,8,3,0,0,10,16,2,2,
Santiago Millan,35,6,2,0,0,3,14,1,0,
Kliubert Avila,27,5,0,0,1,3,7,0,0,
Eddy Beltre,24,2,2,0,1,4,9,0,0,
Yeison Perez,140,23,5,2,1,12,50,3,2,
Dario Borrero,105,18,6,0,0,6,14,0,0,
Osman Bravo,82,14,3,0,1,8,11,2,0,
Samil De La Rosa,72,11,2,0,1,10,12,2,1,
Randy Perea,136,20,8,1,0,16,47,23,5,
Tyler McDonough,379,56,16,5,5,36,100,24,7,S
Quincy Hamilton,323,42,14,0,13,40,68,6,5,
Ethan Wilson,463,61,24,3,17,31,110,12,7,
Parker Chavers,338,52,9,2,11,34,85,23,5,
Rafael Ramirez,190,21,6,3,4,50,54,6,2,
Harold Grant,139,21,5,1,4,12,37,2,1,
Gilberto Rojas,108,15,7,0,2,10,25,0,0,
Luis Marquez,212,33,4,2,5,25,37,11,6,
Danny Serretti,424,62,20,2,6,51,81,3,5,S
Colin Burgess,28,5,1,0,0,3,6,0,0,
Jhon Diaz,144,21,6,0,1,20,27,4,6,
Ramon Landaeta,88,15,1,0,3,11,27,1,0,
Grenyerbert Velasquez,100,17,5,0,0,10,23,2,2,
Jake Meyer,51,7,1,0,1,12,15,1,0,
Leyderman Ruiz,128,22,5,1,0,11,30,3,3,
Dariel Ramon,96,14,5,1,0,11,25,0,2,
Eric Kennedy,104,14,3,1,2,22,24,2,0,
Alfonsin Rosario,33,6,1,0,0,4,8,4,0,
Jonah Advincula,27,1,1,2,0,9,1,3,0,
Riley Unroe,385,55,13,2,10,60,89,19,5,
Jordan Procyshen,103,15,5,0,1,14,24,0,0,
Lorenzo Cedrola,251,35,9,2,6,27,30,15,4,
Jesus Bastidas,455,66,16,2,15,41,108,12,5,
Anderdson Rojas,419,70,20,6,2,13,69,12,5,
Jose Peroza,455,57,26,2,12,51,135,4,1,
Heriberto Hernandez,478,63,18,3,13,76,134,7,2,R
Cole Roederer,372,54,10,2,13,45,104,10,2,
Malcom Nunez,317,49,12,0,8,28,70,0,2,R
Angel Tejada,292,44,17,1,4,16,65,6,5,
Tyler Callihan,548,76,31,5,9,50,124,29,5,L
Zac Fascia,272,41,8,7,3,25,66,1,0,
Terone Harris,260,41,14,1,2,20,58,4,4,
Jordan Qsar,288,33,12,2,11,48,94,11,2,
Jose Escorche,252,47,10,0,1,15,57,14,4,
D'Shawn Knowles,509,78,24,6,4,47,130,30,11,
Gilberto Jimenez,197,28,11,2,5,8,56,9,5,
Blayberg Diaz,195,41,4,1,0,7,42,1,1,
Randy De Jesus,202,34,9,0,2,15,50,4,2,
Hudson Head,192,28,8,2,5,14,51,4,4,
Jose Alpuria,194,34,4,1,2,14,50,22,8,
Gabriel Rincones,533,65,31,3,15,61,134,32,6,L
Diego Gonzalez,170,27,7,3,0,18,26,5,0,
Alex De Jesus,344,38,17,7,11,40,91,5,4,R
Daniel Montesino,165,26,9,1,0,15,41,5,1,
Juan Pulinario,170,26,8,0,2,18,53,12,0,
Terrell Tatum,552,73,23,5,6,100,149,47,9,
Jose Colmenarez,157,29,5,0,1,7,22,4,1,
Willy Fanas,152,19,9,3,3,14,43,4,1,S
Kevin Parada,457,60,23,4,14,36,126,1,2,R
Elvis Rojas,154,27,6,0,0,20,33,7,3,
Anderson Colmenarez,163,29,1,1,1,30,28,4,4,
Michael Trautwein,307,43,13,2,6,38,80,3,2,
Ethan Salas,290,39,13,2,9,30,75,5,3,L
Osiris Johnson,272,42,11,0,8,22,80,6,2,
Cameron Masterman,278,39,15,0,6,25,84,5,0,
Darlyn Montero,252,38,9,6,3,19,68,9,0,
Justice Thompson,394,52,19,4,9,48,118,11,3,
T.J. Schofield-Sam,478,68,29,3,6,28,105,3,4,
Luis Baez,255,26,15,1,11,33,62,1,1,R
Luis Gonzalez,123,18,6,1,1,14,24,6,2,
Jake Rucker,476,70,21,4,9,42,123,10,11,
Joey Bart,244,33,12,0,6,30,69,1,0,
Luis Escudero,133,17,4,2,2,27,25,4,3,
Drew Swift,343,56,14,4,0,37,85,9,3,
Yohendrick Pinango,439,71,18,2,6,40,72,15,6,
Jake Noll,213,27,15,0,6,15,42,0,0,
Moises Valero,208,31,8,5,3,14,73,3,2,
Edgar Alfonso,108,20,2,1,0,11,27,3,0,
Santiago Torres,112,19,3,0,1,15,32,6,2,
Griffin Conine,444,54,16,2,20,56,155,2,1,
Javier Mora,100,19,3,0,0,10,32,0,1,
Chad Castillo,296,41,11,0,12,21,67,4,3,
Ismael Alcantara,387,68,9,2,6,33,106,22,9,
Alexander Ramirez,466,74,23,5,4,23,170,23,7,
Tyler Esplin,91,11,8,1,1,4,24,0,0,
Khris Almonte,97,16,4,0,1,7,25,0,1,
Michael Guzman,211,33,3,2,4,35,47,13,2,
Waner Luciano,194,23,8,0,10,22,36,5,0,
Anthony Pena,93,13,5,0,2,9,34,5,1,
Ryan Leitch,178,26,6,0,7,13,55,0,0,
Albert Gutierrez,185,26,7,2,4,24,49,0,1,
David Hamilton,469,60,16,4,17,71,109,57,14,L
Chris Roller,396,45,16,1,15,68,109,19,6,
Brandon McIlwain,551,72,30,1,12,61,119,20,7,
Nick Cimillo,275,28,17,1,11,38,67,2,1,
Elio Prado,442,63,15,4,12,44,83,13,9,
Joe Rizzo,333,44,21,0,9,28,71,1,0,
Andres Chaparro,601,78,24,2,25,65,131,4,0,R
Caberea Weaver,317,51,15,0,7,15,101,13,5,
Kellen Strahm,517,82,18,3,5,74,115,9,3,
Juan Montero,81,11,7,0,0,6,20,0,2,
Christian Cerda,470,58,20,1,11,93,96,1,0,R
Yoangel Ramos,89,15,3,0,0,14,17,4,2,
Luis Quesada,93,11,3,1,3,13,20,1,0,
Wilson Suarez,90,14,3,0,1,14,20,4,2,
P.J. Hilson,307,45,12,4,10,12,54,12,1,
Addison Barger,419,54,25,0,9,57,90,5,3,L
J.C. Correa,398,68,13,1,6,33,48,7,2,
Jonathan Martinez,179,24,6,3,2,30,41,16,4,
McCarthy Tatum,157,22,10,0,2,8,34,3,2,
Frederick Bencosme,476,79,18,3,2,55,67,28,6,L
Cruzmel Arias,82,13,4,0,0,5,9,0,1,
Jhosmmel Zue,163,16,8,3,6,23,49,8,2,
Anthony Hall,383,52,15,3,10,52,89,5,4,L
Cam Collier,461,67,21,2,6,57,106,5,1,L
Drew Compton,150,20,8,1,3,18,33,1,0,
Taylor Young,545,76,21,5,7,82,112,56,5,
Reidy Mercado,136,24,5,2,0,9,34,14,3,
Matt Adams,402,57,18,0,17,26,114,0,0,
Sebastian Walcott,215,22,13,4,7,23,64,12,6,R
Raynel Delgado,422,65,16,2,8,49,97,15,7,
Connor Hollis,290,44,11,2,3,37,61,15,8,
Aldo Gaxiola,74,12,2,0,1,10,16,3,1,
Renair Manrique,151,19,9,0,1,25,36,3,2,
Kyle Datres,419,58,10,4,13,59,107,24,4,
Reynaldo De La Paz,210,26,14,2,0,30,52,2,1,
Joe Redfield,65,8,4,1,1,6,11,3,2,L
Mickey Gasper,266,40,8,0,7,34,43,10,1,
Carlos Rojas,143,19,7,0,1,28,23,1,0,
Nick Goodwin,135,17,4,3,3,14,27,3,2,
Ryan McCarty,392,44,22,4,10,48,95,9,4,
Greg Deichmann,426,53,15,6,19,42,123,16,3,
Jake Holton,463,64,13,2,14,68,68,0,1,
Jose Cordova,58,9,4,0,0,3,15,1,0,
Luis Encarnacion,407,65,16,0,10,31,83,7,6,
Aaron Bracho,424,56,14,2,18,49,97,3,2,
Cameron Cauley,421,56,19,3,12,47,133,36,5,R
Alexander Suarez,404,67,11,5,6,22,110,22,5,
Will Robertson,412,42,25,3,19,40,109,9,3,
Andy Perez,502,90,16,7,1,17,74,21,11,
Ricardo Gonzalez,186,30,7,0,1,29,35,4,8,
Samuel Rodriguez,128,19,6,0,0,25,27,18,4,
Andres Lacruz,135,19,4,1,1,30,36,19,2,
Jonathan Guzman,120,23,0,0,2,16,32,5,1,
Cobie Fletcher-Vance,222,31,15,0,3,18,50,0,0,
Jacob Melton,450,56,17,1,23,52,99,46,7,L
Tyrone Taylor,56,5,2,1,4,4,12,2,0,
Marcelo Alcala,127,13,8,1,2,20,37,5,1,
Charlie Szykowny,117,15,6,1,2,14,22,1,3,
Fabricio Macias,55,9,2,0,1,4,14,4,1,
Jack Winkler,500,73,25,2,7,50,104,22,5,
Pedro Severino,267,37,12,0,10,25,55,7,0,
Neifi Vasquez,223,25,14,2,6,26,52,14,4,
Aaron Palensky,409,37,20,3,22,54,100,23,3,
Morgan McCullough,341,42,18,3,7,39,94,11,3,
Asbel Gonzalez,173,22,10,2,1,19,26,17,11,R
Norel Gonzalez,276,40,8,2,8,34,61,1,1,
Sammy Infante,388,58,18,1,4,41,100,25,8,
Jake Hager,209,25,13,5,3,14,47,1,3,
Jose Gomez,106,14,4,3,2,8,43,5,2,
Yidel Diaz,120,15,5,0,3,22,26,2,0,
Wilder Dalis,112,20,3,0,0,12,21,11,3,
Sam Mongelli,118,19,3,0,1,17,23,4,1,
Manuel Pena,466,71,19,8,5,36,117,13,10,
Tim Borden,412,60,17,1,11,24,148,7,3,
Scott Kingery,466,65,18,3,13,48,135,24,1,
Ricardo Caldera,50,10,1,0,0,4,17,1,0,
Colin Barber,321,38,16,1,11,45,73,5,2,L
Justin Guerrero,54,7,2,0,2,7,12,1,0,
Kelvin Diaz,109,14,4,2,2,16,28,11,1,
Eliezer Rivero,52,9,2,0,0,4,15,2,0,
Ricson Gonzalez,113,15,6,0,1,16,21,0,1,
Carter Young,452,73,17,4,3,50,129,11,3,S
Yhoangel Aponte,207,21,11,2,9,25,67,4,3,
Pedro Leon,564,71,23,3,21,63,160,21,7,R
Carlos Pacheco,160,25,4,1,2,22,38,20,5,
Dustin Peterson,348,39,15,1,19,37,85,1,0,
Tony Wolters,215,31,8,0,3,36,46,0,1,
Luis Torrens,95,12,5,0,4,7,25,0,1,
Kody Hoese,383,59,11,3,11,26,71,1,0,
Joe Stewart,518,89,17,5,4,37,134,42,8,
Konner Piotto,252,40,9,0,3,26,52,7,2,
C.J. Hinojosa,360,60,13,2,7,20,59,5,2,
Nick Tanielu,194,22,10,2,7,18,47,1,1,
Greg Jones,281,37,11,3,10,24,109,24,4,S
Jared Dupere,414,54,21,4,12,31,160,12,3,
Jose Gomez,418,72,12,2,5,31,95,13,3,
Luke Ritter,450,52,10,1,27,67,137,5,1,
Colin Davis,367,45,23,1,11,30,82,14,2,
Joshua Liranzo,201,26,6,2,5,31,48,7,1,
Anthony Tandron,187,33,5,1,0,23,49,5,6,
Ray-Patrick Didder,392,47,18,0,13,60,97,32,8,
Paul McIntosh,332,47,7,0,14,43,85,3,2,
J.J. Matijevic,495,58,26,6,16,54,122,8,1,
Gilberto Celestino,245,30,12,2,4,42,42,4,2,
Danny De Andrade,475,61,21,3,11,58,103,20,4,R
Bryant Betancourt,450,72,19,1,4,43,74,2,0,L
Jarryd Dale,93,10,7,1,1,13,26,7,2,
Jose Colmenares,100,8,4,0,7,20,25,2,1,
Darryl Collins,87,16,2,0,1,9,12,4,0,
Godwin Bennett,95,14,2,1,2,13,26,11,1,
Termarr Johnson,462,54,12,1,18,101,120,10,2,L
Noah Campbell,322,45,10,3,8,46,77,6,4,
Harrison Spohn,353,50,14,1,10,40,76,8,4,
Jordan Groshans,528,85,20,1,6,66,92,0,0,
Robert Perez,520,69,22,4,17,40,158,2,2,
Adrian Pinto,149,23,5,0,0,27,27,12,4,R
Arxy Hernandez,132,24,4,0,0,15,32,6,6,
Oswaldo Ladera,148,21,4,0,3,18,38,5,1,
Josh Breaux,205,28,6,0,12,14,47,1,0,
Petey Halpin,510,74,23,4,9,47,126,12,2,L
Orelvis Martinez,538,54,25,2,28,67,126,2,0,R
Arquimedes Gamboa,545,77,18,5,9,89,136,25,4,
Sean Bouchard,93,12,4,0,2,17,19,5,0,
Leandro Pineda,431,58,20,3,9,48,102,6,2,L
Milan Tolentino,423,62,20,3,5,44,113,14,0,L
Iverson Espinoza,47,7,2,0,0,10,12,2,2,
Kevin Santos,96,11,4,0,3,20,35,3,2,
Willian Berti,184,27,5,2,2,30,38,2,2,
Sebastian De Los Santos,96,14,3,1,0,20,23,4,4,
Hunter Fitz-Gerald,42,6,2,0,1,5,10,0,0,
Jace Grady,136,16,9,0,2,22,33,14,3,
Maxton Martin,45,6,2,0,1,8,11,0,0,
DJ Gladney,409,48,16,6,19,27,114,12,2,
Luis Aviles,408,55,17,2,15,30,107,26,7,
Samuel Zavala,515,60,23,0,14,94,140,21,7,L
Jose De La Cruz,381,53,14,0,12,46,120,2,3,
Junior Tilien,369,45,24,1,9,37,70,1,2,
Miguel Fabrizio,117,19,6,0,1,8,38,3,2,
Anderson Suriel,120,19,4,1,2,10,30,2,4,
Andrew Pintar,242,37,11,1,3,19,53,6,7,R
Pedro Roque,135,21,4,0,1,20,17,9,3,
Cole Cummings,403,53,20,1,12,37,102,2,1,
Braedon Karpathios,243,27,12,4,0,63,66,6,3,
Jakson Reetz,322,31,19,1,17,33,90,4,2,
Carlos Luis,382,61,17,0,7,24,80,0,0,
Robert Lopez,273,39,13,1,6,27,61,1,0,
Aramis Garcia,222,24,12,0,14,8,61,3,0,
Clint Coulter,235,29,15,0,6,19,42,4,0,
Devin Ortiz,286,47,10,0,1,38,69,4,2,
Otto Kemp,458,61,17,6,7,57,109,21,7,
Aaron Antonini,163,20,6,1,6,14,46,3,1,
Alexander Garcia,194,32,7,0,2,18,50,6,2,
Jake Slaughter,432,46,21,1,22,46,119,16,6,
Josh Donaldson,42,4,1,0,3,9,6,0,0,
Albert Feliz,333,44,17,1,10,29,121,0,0,
Eliesel Santana,116,19,3,0,2,14,25,0,1,
Frank Hernandez,71,12,2,1,1,5,12,0,1,
Shalin Polanco,303,36,16,0,12,29,87,17,7,
Kyler Fedko,211,26,6,2,6,41,39,5,2,
Carson Rucker,41,6,1,0,1,6,9,4,1,
Eduardo Torrealba,304,51,10,0,2,31,48,11,2,
Steven Duggar,272,35,11,0,9,42,92,5,1,
Vaun Brown,251,30,14,2,9,17,88,20,0,S
Victor Mesa,533,73,24,2,18,41,122,16,3,L
Jeremy Ciriaco,190,30,7,1,1,23,31,11,3,
Matthew Lugo,322,41,23,1,5,19,89,8,4,
Ewing Matos,143,20,8,2,1,8,47,5,2,
Maikel Garcia,112,15,7,0,1,16,22,4,3,
Austin Murr,319,42,17,5,5,24,49,9,1,
Cristian Jauregui,124,18,3,1,1,23,30,15,2,
Gabriel Martinez,448,71,14,2,12,31,74,2,2,R
Albert Fabian,423,49,25,1,16,32,91,2,1,
Isan Diaz,141,17,4,0,9,17,43,3,0,
Jauri Custodio,149,19,6,4,1,19,30,8,3,
Duncan Garcia,74,9,3,2,1,7,28,7,2,
Ronaldo Hernandez,393,47,17,0,17,41,69,2,0,R
Scott Ota,102,15,5,1,1,8,14,5,1,
Cesar Gonzalez,106,14,3,1,4,13,32,0,0,
Bryant Zayas,103,17,3,1,1,8,34,13,3,
Omar Reyes,126,16,3,3,0,32,16,3,2,
Brayden Taylor,108,10,4,3,5,17,34,11,0,L
Diego Rincones,206,29,8,0,7,16,30,0,0,
Ryan Wrobleski,360,52,19,1,8,17,91,15,4,
Kyle Garlick,355,39,18,1,14,43,110,2,1,
Junior Sanchez,179,27,7,2,0,27,20,6,2,
Jonatan Clase,595,65,28,8,20,82,165,79,15,S
Nick Raposo,162,23,7,1,4,16,25,0,0,
Jose Cedeno,32,6,0,1,0,2,7,0,0,
Maxwell Costes,277,35,10,1,10,26,56,5,1,
Heriberto Caraballo,129,21,6,1,0,9,19,0,0,
Colin Houck,36,6,0,1,0,7,8,0,1,R
Eli Wilson,202,25,9,1,7,22,32,3,1,
Bradlee Beesley,342,38,17,5,9,42,95,31,2,
Juan Chacon,235,36,6,6,0,31,52,20,10,
Wes Clarke,503,46,24,0,26,89,147,6,1,
Carlos Cortes,442,51,22,1,15,65,89,3,2,
Adinso Reyes,153,21,8,1,4,12,52,2,2,
Rylan Bannon,408,49,12,2,18,63,90,12,9,
Victor Cardoza,133,18,4,4,1,13,34,7,4,
Ricardo Balogh,346,53,12,3,6,33,93,3,0,
Robert Gonzalez,187,33,5,2,0,17,44,11,2,
Josh Moylan,101,18,0,0,2,16,28,0,0,
Daniel Rojas,154,25,5,3,0,11,34,7,2,
Brian Miller,312,50,10,3,2,32,65,18,6,
Griffin Doersching,449,50,24,0,15,67,120,1,1,
Chris Owings,371,43,15,3,15,51,106,4,5,
Tre Richardson,96,13,5,1,0,14,18,7,1,
Carlos Perez,312,45,12,0,12,19,41,0,0,R
Corey Julks,129,9,12,1,3,24,23,6,1,
Jose Ramos,485,68,13,0,19,54,140,7,2,R
Cesar Idrogo,170,29,6,0,2,15,35,4,2,
Emmanuel Rodriguez,455,47,13,9,16,92,134,20,5,L
Frankie Tostado,500,74,19,2,14,41,81,3,2,
Roberto Chirinos,28,5,1,0,0,3,6,1,1,
Juan Castillo,59,9,2,1,0,5,15,0,0,
Garrett Spain,366,39,24,3,12,35,100,6,5,
Manolfi Jimenez,170,24,10,1,1,15,25,9,6,
Luis Sanchez,187,29,4,2,1,34,28,7,4,
Cristian Gonzalez,83,11,4,1,2,4,26,0,2,
Angel Ramirez,125,18,6,0,0,19,12,5,3,
Jose Urbina,123,17,7,0,0,15,22,1,2,
Harold Gonzalez,162,26,4,0,0,34,20,9,3,
Jesus Abreu,64,9,2,1,0,8,14,2,0,
Jared Sundstrom,85,8,6,1,3,4,18,0,1,
Will Verdung,143,25,4,0,1,14,36,4,3,
Austin Wells,429,48,24,0,17,48,97,7,1,L
Michael Gigliotti,278,35,14,1,3,46,53,7,2,
Bryan Lavastida,465,64,18,0,12,56,85,16,5,R
Alex Freeland,461,66,17,2,9,60,131,31,8,S
Luis Yanel Diaz,407,60,15,4,9,29,123,25,11,
Shay Whitcomb,589,75,19,0,35,42,178,20,7,
Quincy McAfee,385,40,18,4,14,46,76,10,4,
Juan Aparicio,139,25,3,0,1,14,18,2,1,
Jhonson Pena,144,21,4,3,1,18,28,20,2,
Esteban Mejia,137,21,5,2,1,14,34,7,2,
Kleyver Salazar,151,18,10,0,1,26,25,0,0,
Jeremy De La Rosa,383,56,16,2,7,41,129,13,7,L
Jason Vosler,363,39,16,0,20,45,94,3,1,
Abrahan Gutierrez,224,31,10,0,5,26,30,1,1,R
Christian Sepulveda,219,30,7,3,6,12,48,14,3,
Jermaine Maricuto,105,23,0,0,0,6,15,1,0,
Austin Callahan,517,65,37,4,8,34,154,4,1,
Adanson Cruz,166,25,9,0,0,17,40,5,2,
Gage Workman,412,54,15,3,13,48,139,19,3,S
Beycker Barroso,82,10,5,0,2,8,23,4,0,
Denzer Guzman,472,67,21,7,7,42,131,8,4,R
Samuel Rojas,91,12,5,0,0,12,13,1,1,
Christian Cairo,229,33,6,3,3,39,44,10,5,
Jordy Barley,264,40,9,2,5,23,92,31,5,
Sean Roby,258,31,9,2,14,21,86,0,0,
Dustin Dickerson,136,25,2,0,1,15,23,2,0,
Jacob Buchberger,447,63,12,2,18,44,101,13,5,
Meibrys Viloria,53,7,2,0,2,7,14,1,0,
Brandon Valenzuela,264,35,14,1,5,30,66,2,0,S
Yeral Martinez,314,42,13,2,9,29,92,12,2,
Carlos Linarez,157,25,6,1,1,12,48,1,0,
Angel Pierre,123,14,6,2,0,21,38,8,5,
Carlos Narvaez,419,52,18,0,12,64,108,6,3,
Tyler Neslony,400,53,16,0,13,53,96,21,6,
Thomas Gavello,369,45,13,2,11,37,108,7,2,
Max Wagner,479,60,21,4,13,58,124,27,6,R
Osvaldo Tovalin,466,69,24,3,7,19,79,8,3,
Ben Ross,493,57,25,2,19,49,123,9,3,
Austin Charles,307,38,19,4,4,22,76,12,3,R
Jordan Walker,135,17,6,0,4,16,32,4,0,
Gabe Matthews,433,53,16,0,12,75,115,2,1,
Janero Miller,131,21,4,2,0,14,56,4,2,S
Logan Warmoth,429,60,17,1,8,55,115,28,10,
Jamie Ritchie,220,38,3,1,1,38,39,2,0,
Nelson Velazquez,353,44,15,0,16,33,103,9,3,
Riley Tirotta,376,44,16,4,11,52,107,12,5,
Brandon Parker,234,31,11,1,5,29,73,11,3,
Gustavo Sosa,74,10,3,0,3,6,24,1,0,
Jonathan Arauz,415,53,14,3,14,55,90,2,0,
Jose Rivera,107,17,3,1,0,16,17,9,2,
Stiven Acevedo,434,58,18,4,14,35,130,33,11,
Daniel Cabrera,269,39,11,1,1,44,40,5,1,
Nestor Chevalier,142,21,3,0,2,28,33,5,2,
Neyfy Castillo,391,47,16,3,17,35,128,19,6,
Ben Malgeri,443,50,24,3,16,45,130,15,6,
Trevor Boone,175,19,7,6,4,18,71,1,1,
Jorge Burgos,370,54,15,1,7,42,84,0,3,
Griffin Lockwood-Powell,395,40,23,1,13,60,87,1,1,
Danyer Sanabria,191,27,9,3,2,16,55,2,1,
Luis Guanipa,208,25,11,1,4,23,42,20,6,R
Ramon Rodriguez,204,30,8,0,3,26,19,2,1,
Patrick Dorrian,407,47,18,1,21,34,127,4,3,
Tyler Tolve,217,30,9,0,7,20,59,2,0,
Silas Ardoin,385,53,15,0,8,61,121,6,5,R
Ruben Ibarra,402,49,13,1,18,47,98,1,0,
Maverick Handley,281,41,9,0,5,40,73,8,2,
Lyonell James,354,59,12,1,3,27,44,2,4,
Elian Rayo,189,16,12,0,7,34,62,1,1,
Eybert Escalona,71,10,3,1,1,3,21,0,0,
Andriel Lantigua,58,8,2,0,0,13,11,0,0,
Gregory Mota,48,9,1,0,0,5,19,1,0,
Josh Zamora,369,56,17,0,7,22,50,2,0,
Druw Jones,173,28,3,2,2,26,45,9,3,R
Tavian Josenberger,112,17,2,1,0,23,23,9,3,S
Brian O'Keefe,403,36,25,0,23,46,99,2,3,
Tyresse Turner,244,39,4,3,3,28,74,30,5,
Cade Hunter,441,64,9,0,15,55,120,5,4,L
Julio Carrion,176,26,9,1,3,8,67,0,0,
Connor Kaiser,363,45,14,5,9,52,96,16,3,
Jefrey De Los Santos,298,35,14,4,5,46,80,6,3,
Javier Herrera,147,18,4,3,4,22,38,7,2,
Enmanuel Santos,137,19,8,0,2,12,31,8,0,
Calvin Harris,145,23,4,1,1,21,28,0,1,L
Nick Solak,411,57,15,2,8,53,80,4,4,
Enderso Lira,238,44,8,0,1,11,50,0,2,R
Eliam Sandoval,120,16,5,0,3,15,33,2,1,
Luis Lameda,141,21,2,1,0,35,20,4,4,
Julio Carreras,418,62,17,1,6,43,95,14,3,R
Erick Mejia,302,41,9,3,9,34,61,8,1,
Grant Witherspoon,306,39,11,2,10,42,84,9,5,
Erick Brito,397,67,8,4,2,36,56,29,8,R
Willie Joe Garry,270,30,17,3,7,21,91,19,2,
Joseph Tailor,158,28,2,1,2,13,43,12,2,
Yosy Galan,379,39,20,3,18,35,123,19,9,
Junior Perez,493,62,27,2,12,51,150,41,9,
John Valente,66,10,1,2,1,6,8,1,1,
Oswal Rada,69,14,0,0,0,6,15,0,0,
Spence Coffman,71,12,1,1,0,10,15,4,0,
Jheremy Vargas,251,38,13,0,0,34,51,11,4,
Daniel Palka,412,55,15,1,17,38,96,3,2,
Josh Crouch,350,56,13,1,4,30,89,1,0,R
William Simoneit,289,37,15,1,7,24,79,3,0,
Jordan Luplow,231,27,11,0,8,28,39,2,1,
Adari Grant,124,16,6,1,0,18,17,3,3,
Henry Guerrero,108,20,3,0,0,5,15,0,2,
Colton Welker,170,27,5,0,0,30,36,2,0,
Livan Soto,477,67,18,2,9,63,117,1,1,
Jacob Gonzalez,338,55,9,1,8,16,60,0,1,L
Devonte Brown,413,44,19,1,18,60,122,21,1,
William Lugo,437,59,18,3,11,40,92,7,4,
